"","C_1","C_2","S_1","S_2"
"TMCC2",195.358637146847,176.74272449987,579.116486471994,577.265693520862
"METTL4",342.528810464138,381.867492350085,464.36421042074,482.720180467512
"CBWD2",359.459892350198,309.622291094663,498.789893236117,481.18285505201
"MYNN",332.109683149639,323.813312769835,491.139741499366,495.787446499275
"IL11RA",589.983084183477,654.077089937476,320.541357769836,318.226361008837
"NUDT22",583.471129611915,606.343653393716,340.431752285386,330.52496433285
"SRCIN1",2.60478182862462,2.58018575912219,688.513656307523,683.341147190474
"NRSN1",0,0,686.983625960173,687.184460729228
"TBC1D31",121.122355031045,148.360681149526,607.42204789797,607.243539123143
"STK17A",715.012611957459,657.94736857616,288.410720475485,273.64392395929
"ITPKC",786.644112244636,872.102786583302,199.668960329182,192.165676937704
"GDPD5",1009.35295859204,985.630959984678,97.1569270567282,96.0828384688518
"COL13A1",1101.82271350821,1203.6566566305,4.59009104205015,4.61197624650489
"PLA2G12A",395.926837950943,491.525387112778,420.758345521264,426.607802801702
"MXD3",173.217991603537,154.811145547332,589.06168372977,589.564296844875
"DISP1",523.561147553549,523.777709101805,377.152480621788,375.107401382397
"PLEKHM2",575.656784126041,682.45913328782,307.53609981736,318.995023716588
"LYPD6",341.226419549825,353.485448999741,480.429529067916,479.645529636508
"PTCHD4",674.638493613777,730.192569831581,265.460265265234,274.412586667041
"TRIM23",377.69336515057,335.424148685885,471.249346983816,477.339541513256
"SLC10A4",7.81434548587387,6.45046439780549,683.158550091798,678.729170943969
"SAMD9",744.967602986642,1234.61888573997,98.6869574040783,99.1574892998551
"GATC",329.504901321015,349.615170361057,469.719316636466,498.093434622528
"PRTFDC1",649.893066241843,617.954489309765,310.59616051206,308.233745808077
"MOCS1",488.396592867117,518.617337583561,388.627708226913,384.331353875407
"FOXP1",303.457083034768,294.14117653993,511.030136014917,503.474073576783
"FUCA1",687.6624027569,674.718576010454,280.760568738734,281.330551036798
"FIGN",398.531619779567,501.846130149267,420.758345521264,414.309199477689
"PCDH9",101.58649131636,112.238080521815,621.192321024121,620.310805154907
"EFNA2",0,9.03065015692768,691.573717002223,670.27388115871
"CCDC88A",411.55552892269,384.447678109207,439.88372486314,456.585648403984
"PAPOLG",281.316437491459,327.683591408519,501.084938757142,505.011398992285
"KLF15",54.7004184011171,33.5424148685885,660.208094881547,654.131964295943
"GALM",433.696174466,303.171826696858,461.30414972604,468.884251727997
"RNF217",1052.33185876435,1248.80990741514,2.29504552102508,1.53732541550163
"PWWP2B",450.62725635206,396.058514025257,432.233573126389,432.757104463709
"ST7L",410.253138008378,379.287306590963,446.00384625254,451.973672157479
"CASP8",915.580812761555,882.42352961979,150.70798921398,150.65789071916
"ENKD1",358.157501435886,300.591640937736,490.374726325691,485.026168590764
"CEP112",477.977465552618,472.173993919362,401.632966179388,400.473270738174
"AKTIP",485.791811038492,455.402786485067,408.518102742464,398.935945322673
"ATXN7L1",588.680693269165,590.862538838982,332.016585374961,333.599615163854
"NIT1",423.277047151501,388.31795674789,439.88372486314,443.51838237222
"CCNE1",152.37973697454,207.704953609337,573.761380256269,575.72836810536
"TBCCD1",351.645546864324,305.75201245598,488.844695978341,485.026168590764
"LHPP",655.102629899092,723.742105433775,276.170477696684,269.031947712785
"ZCCHC4",540.492229439609,530.228173499611,366.442268190337,360.502809935132
"ATP10A",1083.58924070784,1199.78637799182,4.59009104205015,4.61197624650489
"TMEM209",141.960609660042,139.330030992598,595.946820292845,597.250923922383
"GDAP1L1",1.30239091431231,1.2900928795611,680.863504570773,676.423182820717
"NECAB3",509.234847496114,552.15975245215,367.207283364012,363.577460766135
"TSPOAP1",455.836820009309,365.09628491579,439.118709689465,433.525767171459
"KCNC4",1027.58643139241,878.553250981107,114.752276051254,116.068068870373
"TRAIP",75.538673030114,56.7640867006883,638.787670018646,641.064698264179
"TMEM242",578.261565954666,568.930959886444,340.431752285386,338.980254118109
"OSBPL6",610.821338812474,634.72569674406,309.06613016471,311.30839663908
"EGFL7",287.828392063021,325.103405649396,502.614969104492,490.40680754502
"BLOC1S4",231.825582747591,245.117647116608,534.745606398843,538.832558133321
"ALG12",522.258756639237,571.511145645566,353.437010237862,353.584845565375
"CLP1",390.717274293693,308.332198215102,469.719316636466,470.421577143498
"ZNF707",592.587866012101,482.49473695585,359.557131627262,357.428159104129
"C10orf88",281.316437491459,313.492569733347,499.554908409792,499.630760038029
"CYP20A1",472.767901895369,501.846130149267,383.272602011188,389.711992829663
"DCLRE1C",397.229228865255,353.485448999741,458.24408903134,447.361695910974
"MTARC2",388.112492465069,398.638699784379,442.178770384165,441.212394248968
"PDK3",126.331918688294,119.978637799182,602.83195685592,599.556912045635
"BTN2A2",600.402211497975,570.221052766005,327.426494332911,328.218976209598
"CDCA3",192.753855318222,201.254489211531,556.931046435418,557.280463119341
"ABHD17C",556.120920411357,568.930959886444,337.371691590686,344.360893072365
"ZNF439",309.96903760633,303.171826696858,494.964817367741,489.638144837269
"ZNF839",343.83120137845,296.721362299052,477.369468373216,490.40680754502
"PDGFRL",1004.14339493479,1004.98235317809,80.3265932358777,77.6349334828323
"TTC26",277.409264748522,252.858204393975,514.855211883292,518.078665024049
"FBXO33",672.033711785152,725.032198313336,263.165219744209,256.733344388772
"PDE4D",205.777764461345,272.209597587391,532.450560877818,530.377268348062
"KCNK1",152.37973697454,154.811145547332,579.881501645669,583.414995182868
"ANKMY1",458.441601837933,358.645820517985,432.998588300064,428.145128217204
"FN3K",213.592109947219,272.209597587391,531.685545704143,524.996629393806
"NADK2",341.226419549825,285.110526383002,485.019620109966,488.100819421767
"FAM234B",182.334728003724,198.674303452409,563.816182998494,553.437149580586
"FANCB",118.51757320242,109.657894762693,599.77189616122,608.012201830894
"GNB5",672.033711785152,563.770588368199,307.53609981736,303.621769561572
"GFRA1",854.368439788876,901.774922813207,150.70798921398,152.195216134661
"WHAMM",890.835385389621,763.734984700169,181.308596160981,182.173061736943
"RAD9A",252.663837376588,299.301548058175,507.970075320217,507.317387115538
"LINC01250",3.90717274293693,15.4811145547332,667.858246618297,662.587254081202
"TBC1D25",660.312193556342,750.834055904558,256.280083181134,249.815380019015
"SRSF12",9.11673640018618,14.1910216751721,664.798185923597,662.587254081202
"HECW2",582.168738697603,617.954489309765,316.71628190146,313.614384762332
"NFIL3",470.163120066744,527.647987740489,373.327404753412,376.644726797899
"AMPD3",833.530185159879,857.911764908129,171.363398903206,167.568470289678
"ANKLE1",33.8621637721201,29.6721362299052,649.497882450097,651.825976172691
"PSMG4",259.17579194815,233.506811200559,524.800409141067,522.690641270554
"ZNF234",319.085774006516,334.134055806324,479.664513894241,472.727565266751
"CEP57",330.807292235327,309.622291094663,472.014362157491,486.563494006266
"SGPP1",337.319246806889,450.242414966823,432.998588300064,436.600418002463
"ZNF776",427.184219894438,432.181114652967,410.813148263489,416.615187600941
"NSUN6",188.846682575285,215.445510886703,540.865727788243,555.743137703839
"RAB39B",2.60478182862462,3.87027863868329,659.443079707872,671.811206574212
"FAM161A",84.6554094303002,64.5046439780549,625.782412066171,621.079467862658
"PRXL2C",718.919784700396,874.682972342424,195.843884460806,195.240327768707
"RIMS2",24.7454273719339,38.7027863868329,651.027912797447,645.676674510684
"MTFMT",455.836820009309,473.464086798923,392.452784095288,391.249318245165
"SERAC1",450.62725635206,427.020743134723,407.753087568789,406.622572400181
"ZNF141",165.403646117663,143.200309631282,570.701319561569,580.340344351865
"TUSC1",322.992946749453,304.461919576419,485.019620109966,475.033553390003
"FAM216A",170.613209774913,153.521052667771,566.111228519519,573.422379982108
"PI4K2B",638.171548013032,621.824767948449,293.76582669121,291.323166237559
"MDGA1",927.302330990365,1039.81486092624,81.0916084095527,85.3215605603404
"ATP7B",268.292528348336,247.697832875731,514.855211883292,510.392037946541
"ICA1L",317.783383092204,309.622291094663,478.899498720566,480.414192344259
"PIGA",138.053436917105,122.558823558304,588.296668556095,588.026971429373
"ASPHD1",132.843873259856,100.627244605766,592.12174442447,600.325574753386
"FRRS1L",29.9549910291832,41.2829721459551,641.847730713346,646.445337218435
"TBX18",1100.5203225939,1118.51052657947,8.41516691042528,8.45528978525896
"ZNF667",476.675074638306,437.341486171212,390.922753747938,398.167282614922
"SARDH",104.191273144985,135.459752353915,594.416789945495,591.870284968127
"IFI27L2",506.630065667489,519.907430463122,361.852177148287,358.19682181188
"TFAP2A",1015.8649131636,1212.68730678743,3.82507586837513,4.61197624650489
"SFXN4",302.154692120456,247.697832875731,499.554908409792,502.705410869033
"DMTN",26.0478182862462,43.8631579050773,637.257639671296,647.982662633937
"SLC16A9",0,0,662.503140402572,664.124579496704
"DUXAP8",0,1.2900928795611,657.148034186847,667.967893035458
"HIRA",382.902928807819,415.409907218673,423.818406215964,428.913790924954
"MICU3",511.839629324738,570.221052766005,341.961782632736,342.054904949112
"MTERF3",281.316437491459,385.737770988768,465.129225594415,464.272275481492
"FAM200A",95.0745367447987,156.101238426893,584.471592687719,591.101622260376
"AASS",988.514703963044,958.539009513895,84.9166842779278,86.858885975842
"ZHX2",1011.95774042067,913.385758729257,91.801820841003,93.0081876378486
"ZNF250",263.082964691087,282.53034062388,503.379984278167,497.324771914777
"PTCD2",464.953556409495,393.478328266135,402.397981353063,412.003211354437
"TBC1D7",282.618828405771,263.178947430464,498.024878062442,501.168085453531
"MIRLET7BHG",608.216556983849,642.466254021426,292.23579634386,289.785840822057
"EPM2A",398.531619779567,357.355727638424,433.763603473739,440.443731541217
"PER3",657.707411727717,629.565325225815,280.760568738734,278.255900205795
"SCG5",285.223610234396,259.308668791781,503.379984278167,495.018783791525
"PPIAP22",182.334728003724,132.879566594793,583.706577514044,548.825173334082
"H2BC12",561.330484068606,565.06068124776,328.956524680261,322.838337255342
"L2HGDH",92.4697549161741,101.917337485327,602.83195685592,599.556912045635
"MOSPD1",771.015421272888,875.973065221985,169.068353382181,173.717771951684
"CAND2",511.839629324738,485.074922714973,364.912237842987,362.040135350634
"LRRC40",195.358637146847,165.13188858382,552.340955393368,549.593836041832
"CCNK",600.402211497975,539.258823656539,322.836403290861,318.226361008837
"LRRK1",946.83819470505,865.652322185496,119.342367093304,123.754695947881
"ABCA12",35.1645546864324,29.6721362299052,633.432563802921,641.83336097193
"GADD45B",1097.91554076528,971.439938309506,47.4309407678516,41.507786218544
"NTMT1",351.645546864324,361.226006277107,440.648740036815,450.436346741977
"SHFL",970.281231162672,1118.51052657947,37.4857435100762,38.4331353875407
"NDUFAF1",242.24471006209,347.034984601935,487.314665630991,475.802216097754
"CEND1",63.8171548013032,76.1154798941047,616.602229982071,612.624178077399
"TTC23",860.880394360438,757.284520302364,174.423459597906,179.867073613691
"PFKFB2",639.473938927345,621.824767948449,283.055614259759,282.099213744549
"TCEAL1",780.132157673074,745.673684386314,205.789081718582,202.158292138464
"GNGT1",41.6765092579939,69.6650154962992,621.957336197796,619.542142447156
"PAWR",1031.49360413535,1103.02941202474,22.1854400365757,22.2912185247736
"SORL1",233.127973661904,207.704953609337,520.210318099017,525.765292101557
"TMEM198B",530.07310212511,594.732817477666,317.481297075136,323.606999963093
"ZSCAN18",479.27985646693,446.37213632814,380.212541316488,378.182052213401
"MAP4K3-DT",563.935265897231,652.786997057915,291.470781170185,293.629154360811
"POLR3B",532.677883953735,508.296594547072,341.196767459061,347.435543903368
"LZTS1",207.080155375657,229.636532561875,521.740348446367,524.227966686056
"SMOX",716.315002871771,678.588854649137,241.744794881308,236.748113987251
"GCAT",359.459892350198,347.034984601935,442.94378555784,442.749719664469
"PRPF40B",272.199701091273,286.400619262564,485.019620109966,488.100819421767
"ZNF614",268.292528348336,317.36284837203,477.369468373216,479.645529636508
"PSTK",127.634309602606,129.00928795611,575.291410603619,576.497030813111
"TRPT1",386.810101550756,399.92879266394,420.758345521264,415.846524893191
"PRKD1",1070.56533156472,1118.51052657947,3.82507586837513,3.07465083100326
"CELSR1",728.036521100582,704.390712240359,229.504552102508,224.449510663238
"CCT4",186.24190074666,129.00928795611,566.111228519519,548.825173334082
"TMEM108",0,0,648.732867276422,652.594638880441
"CENPBD1",321.690555835141,332.843962926763,456.71405868399,457.354311111735
"MAP7",40.3741183436816,30.9622291094663,631.137518281896,627.228769524665
"SNTA1",608.216556983849,615.374303550643,286.11567495446,289.785840822057
"TRMT44",395.926837950943,401.218885543501,421.523360694939,406.622572400181
"AMZ2P1",286.526001148708,263.178947430464,489.609711152016,485.026168590764
"ZBTB26",226.616019090342,214.155418007142,517.915272577992,518.8473277318
"APBA3",436.300956294624,525.067801981367,369.502328885037,358.19682181188
"NLGN1",789.24889407326,875.973065221985,153.003034735005,158.344517796668
"C17orf67",394.62444703663,385.737770988768,421.523360694939,413.540536769938
"LRRC37A4P",197.963418975471,147.070588269965,523.270378793717,569.579066443354
"SLC30A5",398.531619779567,368.966563554474,424.583421389639,417.383850308692
"GMDS",566.540047725855,584.412074441177,305.241054296335,309.002408515827
"TMEM169",10.4191273144985,7.74055727736658,638.787670018646,645.676674510684
"EIF2AK3",397.229228865255,641.176161141865,340.431752285386,338.980254118109
"PURG",10.4191273144985,16.7712074342943,634.962594150271,643.370686387432
"PIK3C2B",289.130782977333,288.980805021686,473.544392504841,477.339541513256
"IGF2BP1",932.511894647615,834.69009307603,123.932458135354,123.754695947881
"DDX60",864.787567103374,1072.06718291527,72.6764414991274,73.0229572363274
"ATOX1",578.261565954666,588.28235307986,306.771084643685,295.166479776313
"MASTL",144.565391488667,144.490402510843,563.816182998494,556.51180041159
"TET1",161.496473374727,205.124767850214,535.510621572518,537.295232717819
"SLC35G1",420.672265322876,434.76130041209,392.452784095288,390.480655537414
"SEMA3F",528.770711210798,455.402786485067,354.202025411537,352.047520149873
"TMEM241",269.594919262648,283.820433503441,481.959559415266,478.876866928757
"NXT2",92.4697549161741,129.00928795611,576.821440950969,578.803018936363
"PUDP",418.067483494252,496.685758631022,371.032359232387,374.338738674647
"DPCD",303.457083034768,295.431269419491,465.89424076809,466.578263604744
"ENPP1",1027.58643139241,1144.31238417069,0.765015173675025,0.768662707750814
"GPR162",117.215182288108,132.879566594793,569.936304387894,568.810403735603
"MCUB",213.592109947219,214.155418007142,518.680287751667,514.235351485295
"ATG10",238.337537319153,227.056346802753,504.144999451842,505.780061700036
"MRNIP",376.390974236258,343.164705963252,430.703542779039,428.913790924954
"HR",80.7482366873633,100.627244605766,587.53165338242,590.332959552626
"PRICKLE1",325.597728578078,278.660061985197,466.659255941765,460.428961942738
"CARMIL3",5.20956365724924,2.58018575912219,645.672806581721,634.146733894422
"STAG3L2",160.194082460414,139.330030992598,569.171289214219,538.06389542557
"EXD3",643.381111670282,553.449845331711,290.70576599651,285.173864575552
"FLI1",914.278421847242,1083.67801883132,51.2560166362267,49.1944132960521
"NIPBL-DT",184.939509832348,150.940866908648,541.630742961918,542.675871672075
"DPM1",384.205319722132,323.813312769835,429.173512431689,434.29442987921
"GUCY1B1",114.610400459483,127.719195076549,568.406274040544,570.347729151104
"XPA",380.298146979195,361.226006277107,420.758345521264,422.764489262948
"ZFAND2B",535.28266578236,558.610216849955,320.541357769836,314.383047470083
"MFSD9",287.828392063021,265.759133189586,475.839438025866,478.108204221007
"ZNF584",524.863538467861,465.723529521556,346.551873674787,348.204206611119
"LYSMD4",373.786192407633,411.53962857999,408.518102742464,407.391235107932
"PHACTR3",5.20956365724924,2.58018575912219,638.022654844971,637.221384725425
"TAF5",121.122355031045,96.7569659670823,575.291410603619,575.72836810536
"USP54",395.926837950943,392.188235386574,403.928011700413,408.928560523433
"PDGFD",821.808666931068,873.392879462863,136.172700914155,139.127950102897
"PMS2CL",334.714464978264,276.079876226075,466.659255941765,449.667684034226
"FNDC10",312.573819434955,372.836842193157,436.82366416844,434.29442987921
"PLCL2",429.789001723063,436.051393291651,380.212541316488,383.562691167656
"ZNF273",18.2334728003724,47.7334365437606,619.662290676771,616.467491616153
"EID2",272.199701091273,402.508978423062,435.293633821089,439.675068833466
"PCBP1-AS1",497.513329267303,463.143343762434,351.906979890512,353.584845565375
"TIMM29",227.918410004654,305.75201245598,476.604453199541,480.414192344259
"CYP27A1",1058.84381333591,1030.78421076932,19.1253793418756,16.9105795705179
"PIR",261.780573776774,239.957275598364,479.664513894241,495.018783791525
"PRKG1",747.572384815266,636.015789623621,226.444491407808,226.75549878649
"FRG1BP",363.367065093135,460.563158003312,403.162996526738,379.719377628902
"NFU1",532.677883953735,488.945201353656,333.546615722311,332.062289748352
"TRADD",636.86915709872,552.15975245215,284.585644607109,281.330551036798
"HSF4",141.960609660042,126.429102196988,559.991107130119,550.362498749583
"ZNF280D",246.151882805027,303.171826696858,475.839438025866,468.115589020246
"NDUFB1",320.388164920829,250.278018634853,465.89424076809,465.040938189243
"FITM2",626.450029784222,537.968730776978,289.940750822835,289.785840822057
"ZC3HC1",165.403646117663,129.00928795611,550.045909872343,542.675871672075
"CCZ1",424.579438065813,454.112693605506,377.917495795463,368.958099720391
"SNRNP27",317.783383092204,218.025696645825,473.544392504841,476.570878805505
"ZNF329",450.62725635206,509.586687426633,348.846919195812,349.741532026621
"TEPSIN",408.950747094066,299.301548058175,417.698284826564,429.682453632705
"ZNF668",558.725702239981,491.525387112778,322.836403290861,322.069674547591
"SIL1",772.3178121872,744.383591506753,182.838626508331,185.247712567946
"CNTNAP5",0,0,630.372503108221,634.915396602173
"WDR25",436.300956294624,415.409907218673,380.212541316488,381.256703044404
"RMDN1",481.884638295555,543.129102295222,319.776342596161,338.980254118109
"CEP57L1",166.706037031976,179.322910258992,530.155515356793,530.377268348062
"HCFC2",715.012611957459,687.619504806065,216.499294150032,218.300209001231
"ZDHHC12",461.046383666558,451.532507846384,367.207283364012,357.428159104129
"TMEM255B",838.739748817128,779.216099254903,154.533065082355,152.963878842412
"SIRT5",418.067483494252,370.256656434035,402.397981353063,394.323969076168
"IMP3",293.03795572027,215.445510886703,492.669771846716,469.652914435748
"GORAB",533.980274868047,447.662229207701,340.431752285386,341.286242241362
"LRRC27",604.309384240912,492.815479992339,306.771084643685,306.696420392575
"CEP83",260.478182862462,294.14117653993,464.36421042074,469.652914435748
"GPRC5B",743.665212072329,677.298761769576,210.379172760632,209.076256508222
"ADAL",257.873401033838,313.492569733347,461.30414972604,460.428961942738
"POC1B",256.571010119525,304.461919576419,459.77411937869,466.578263604744
"LSM6",233.127973661904,184.483281777237,506.440044972867,505.011398992285
"IPO11",298.247519377519,298.011455178613,455.18402833664,449.667684034226
"TXNDC16",201.870591718408,279.950154864758,488.079680804666,484.257505883013
"NLGN4Y",980.70035847717,1143.02229129113,0,0
"PDIK1L",87.2601912589248,92.886687328399,577.586456124644,572.653717274357
"ZNF675",247.454273719339,251.568111514414,476.604453199541,485.026168590764
"HGF",467.55833823812,437.341486171212,361.852177148287,358.96548451963
"DNAH1",807.482366873633,798.567492448319,152.23801956133,153.732541550163
"DUSP26",0,0,628.077457587196,627.997432232415
"RAD52",397.229228865255,406.379257061746,384.037617184863,395.861294491669
"CDKN3",93.7721458304864,150.940866908648,558.461076782768,551.899824165085
"WDR91",491.001374695741,494.1055728719,337.371691590686,335.136940579355
"ZUP1",173.217991603537,199.96439633197,520.975333272692,513.466688777544
"FAM110B",381.600537893507,433.471207532529,393.217799268963,378.950714921152
"DXO",415.462701665627,428.310836014284,375.622450274437,378.950714921152
"CREM",412.857919837003,411.53962857999,380.977556490163,384.331353875407
"LNX2",461.046383666558,505.71640878795,344.256828153761,335.905603287106
"MX2",800.970412302071,1313.3145513932,0,0
"NHS",630.357202527159,623.11486082801,254.750052833783,255.964681681021
"POLE4",506.630065667489,403.799071302623,354.967040585212,358.19682181188
"SLC43A1",744.967602986642,753.414241663681,182.073611334656,182.173061736943
"SH3D21",811.38953961657,663.107740094404,190.488778245081,188.32236339895
"CYP4V2",545.701793096858,513.456966065317,310.59616051206,312.845722054582
"GALNT13",0,0,624.252381718821,624.922781401412
"BEND7",303.457083034768,278.660061985197,449.828922120915,455.048322988482
"EBAG9",307.364255777705,362.516099156668,426.878466910664,425.0704773862
"CDC37L1",333.412074063952,316.072755492469,431.468557952714,431.988441755958
"CLTB",644.683502584594,869.522600824179,176.718505118931,172.949109243933
"MED9",449.324865437747,356.065634758863,388.627708226913,380.488040336653
"CEP128",112.005618630859,63.2145510984938,569.936304387894,571.116391858855
"RAB11FIP1",481.884638295555,441.211764809895,352.671995064187,345.898218487867
"ORAI1",604.309384240912,657.94736857616,248.629931444383,249.046717311264
"BACH2",80.7482366873633,78.6956656532269,578.351471298319,571.116391858855
"GARNL3",161.496473374727,152.230959788209,527.095454662092,531.145931055813
"SPATA2",399.834010693879,461.853250882873,366.442268190337,367.420774304889
"LPAR2",233.127973661904,214.155418007142,489.609711152016,488.869482129518
"NFIA",442.812910866186,486.365015594534,343.491812980086,348.97286931887
"ZNF407-AS1",261.780573776774,239.957275598364,472.014362157491,473.496227974502
"DNMT3B",119.819964116733,109.657894762693,550.045909872343,554.974474996088
"WDR24",389.414883379381,319.943034131152,405.458042047763,415.846524893191
"APOLD1",587.378302354852,568.930959886444,276.935492870359,279.793225621296
"H2AW",126.331918688294,130.299380835671,545.455818830293,543.444534379826
"PMS2P1",218.801673604468,161.261609945137,514.855211883292,500.39942274578
"MKNK1",777.52737584445,678.588854649137,187.428717550381,191.397014229953
"GRK4",401.136401608192,349.615170361057,400.867951005713,395.092631783919
"DDX19A",299.549910291832,233.506811200559,471.249346983816,451.205009449728
"FCSK",367.274237836072,345.744891722374,408.518102742464,405.85390969243
"NQO2",621.240466126972,657.94736857616,238.684734186608,238.285439402753
"IRAK1BP1",227.918410004654,252.858204393975,473.544392504841,475.802216097754
"TERT",0,0,621.192321024121,611.855515369648
"ZNF594",226.616019090342,174.162538740748,496.494847715092,499.630760038029
"TMEM134",510.537238410426,561.190402609077,296.060872212235,302.08444414607
"TDRP",251.361446462276,214.155418007142,477.369468373216,479.645529636508
"ZNF568",231.825582747591,250.278018634853,472.779377331166,474.264890682253
"QPCTL",659.009802642029,682.45913328782,218.029324497382,219.068871708982
"CD82",894.742558132558,930.156966163551,74.9714870201525,75.3289453595798
"SYTL2",993.724267620293,806.308049725686,81.8566235832277,83.7842351448388
"MKS1",192.753855318222,238.667182718803,485.784635283641,487.332156714016
"RNF14",238.337537319153,347.034984601935,439.88372486314,441.212394248968
"CHRNB4",0,0,614.307184461045,613.39284078515
"CGREF1",24.7454273719339,32.2523219890274,596.71183546652,597.250923922383
"SLC27A3",381.600537893507,307.042105335541,413.108193784514,407.391235107932
"TNFRSF25",227.918410004654,187.063467536359,501.849953930817,480.414192344259
"ICAM5",998.933831277542,952.08854511609,35.9557131627262,36.8958099720391
"SNRK",550.911356754107,574.091331404688,279.995553565059,281.330551036798
"MAP3K5",656.405020813405,690.199690565187,216.499294150032,213.688232754726
"C9orf40",369.879019664696,372.836842193157,392.452784095288,394.323969076168
"TMEM19",312.573819434955,326.393498528958,430.703542779039,417.383850308692
"WARS2-AS1",645.985893498906,558.610216849955,258.575128702159,255.19601897327
"EVC",776.224984930137,786.956656532269,152.23801956133,147.583239888156
"JAM2",272.199701091273,261.888854550903,461.30414972604,447.361695910974
"ALKBH3",518.3515838963,552.15975245215,295.29585703856,295.935142484064
"VTI1B",442.812910866186,472.173993919362,333.546615722311,348.97286931887
"EEPD1",528.770711210798,434.76130041209,331.251570201286,322.069674547591
"ACSF2",458.441601837933,505.71640878795,328.956524680261,323.606999963093
"HEATR3",394.62444703663,322.523219890274,400.867951005713,397.398619907171
"PRMT5",243.547100976402,239.957275598364,467.424271115441,468.115589020246
"ARMC7",268.292528348336,304.461919576419,442.178770384165,440.443731541217
"TMEM60",385.507710636444,465.723529521556,358.027101279912,359.734147227381
"SPTBN4",104.191273144985,125.139009317426,542.395758135593,543.444534379826
"NSUN3",252.663837376588,263.178947430464,461.30414972604,454.279660280731
"P2RX4",661.614584470654,610.213932032399,231.034582449858,235.210788571749
"GLMN",220.104064518781,255.438390153097,468.954301462791,468.115589020246
"RPL23AP82",661.614584470654,616.664396430204,239.449749360283,222.912185247736
"CCDC142",289.130782977333,239.957275598364,449.06390694724,455.816985696233
"RAB33B",407.648356179753,407.669349941307,365.677253016662,369.726762428142
"C2orf69",213.592109947219,283.820433503441,464.36421042074,458.891636527236
"ZNF211",437.603347208936,432.181114652967,350.376949543162,352.047520149873
"MFSD4B",201.870591718408,184.483281777237,496.494847715092,491.944132960521
"GTDC1",436.300956294624,464.433436641995,340.431752285386,342.823567656863
"FBXL2",651.195457156155,676.008668890015,213.439233455332,217.531546293481
"RGS10",799.668021387759,694.06996920387,162.94823199278,169.105795705179
"SCN5A",302.154692120456,282.53034062388,435.293633821089,434.29442987921
"FUNDC1",216.196891775844,215.445510886703,477.369468373216,481.18285505201
"SLC22A15",896.04494904687,872.102786583302,84.9166842779278,83.015572437088
"NDUFA3",281.316437491459,259.308668791781,451.358952468265,442.749719664469
"MPV17L2",345.133592292762,375.417027952279,392.452784095288,394.323969076168
"ALKBH4",273.502092005585,242.537461357486,454.419013162965,452.74233486523
"ENO3",203.172982632721,201.254489211531,486.549650457316,485.794831298515
"LINC01224",9.11673640018618,11.6108359160499,600.536911334895,598.788249337885
"ALG10B",152.37973697454,100.627244605766,525.565424314742,535.757907302318
"PIWIL1",0,0,603.596972029595,606.474876415393
"ZCCHC10",160.194082460414,223.18606816407,494.199802194066,488.869482129518
"SH2B2",92.4697549161741,107.077709003571,545.455818830293,546.519185210829
"TMEM126A",278.711655662835,258.018575912219,444.47381590519,448.130358618725
"DUSP10",578.261565954666,672.138390251332,237.154703839258,232.136137740746
"EFNA5",76.8410639444264,100.627244605766,556.166031261743,548.056510626331
"NAALAD2",33.8621637721201,39.992879266394,581.411531993019,583.414995182868
"CCN4",1008.05056767773,1034.654489408,0,0
"CUTC",269.594919262648,251.568111514414,447.53387659989,451.973672157479
"CCDC74A",337.319246806889,339.294427324569,396.277859963663,411.234548646686
"POLH",540.492229439609,487.655108474095,300.650963254285,299.009793315067
"NFKBIL1",346.435983207075,309.622291094663,411.578163437164,407.391235107932
"CASTOR2",402.438792522504,345.744891722374,380.977556490163,382.794028459906
"POLE2",52.0956365724924,60.6343653393716,567.641258866869,570.347729151104
"C16orf87",147.170173317291,163.841795704259,508.735090493892,511.929363362042
"ALKBH1",402.438792522504,407.669349941307,361.852177148287,362.040135350634
"KIAA1217",679.848057271026,597.313003236788,224.149445886782,223.680847955487
"BET1L",610.821338812474,629.565325225815,224.914461060457,243.666078357008
"PKD1P3",659.009802642029,638.595975382743,203.494036197557,231.367475032995
"BLVRB",806.17997595932,834.69009307603,114.752276051254,116.068068870373
"ADGRE3",614.728511555411,670.848297371771,231.799597623533,209.076256508222
"IPP",311.271428520642,299.301548058175,425.348436563314,415.07786218544
"ANKRD28",573.052002297417,660.527554335282,235.624673491908,235.9794512795
"RPL10P9",944.233412876425,1079.80774019264,0.765015173675025,3.07465083100326
"OGG1",475.372683723993,481.204644076289,319.776342596161,315.151710177834
"ARMCX6",549.608965839795,543.129102295222,270.815371480959,283.636539160051
"L3HYPDH",690.267184585525,732.772755590703,181.308596160981,176.023760074937
"CCDC125",188.846682575285,223.18606816407,476.604453199541,478.876866928757
"ZNF470",243.547100976402,294.14117653993,443.708800731515,437.369080710213
"MIA2",589.983084183477,677.298761769576,223.384430713107,225.218173370989
"TTLL11",570.447220468792,513.456966065317,276.935492870359,279.793225621296
"RSPH3",627.752420698534,500.556037269706,266.990295612584,262.882646050779
"TMEM200A",997.63144036323,1025.62383925107,0,0
"RFX8",1087.49641345078,935.317337681795,0,0.768662707750814
"CYP4F26P",23.4430364576216,38.7027863868329,586.766638208744,573.422379982108
"MAOA",19.5358637146847,18.0613003138554,586.766638208744,587.258308721622
"GCDH",184.939509832348,202.544582091092,479.664513894241,486.563494006266
